"Result:VLR Subs(2026-06-02 164542)_20260602_164714.csv"
"Save Time:2026-06-02 16:47:14"
"User Name:fraser.msusa"


"NE Type Name:MSCServer"

"NE Names:HMSCLLG_NEW;HMSCLMB_NEW"

"Function Subset Name:Number of VLR Subscribers"

"Total 1,712 records"

"Start Time","Period (min)","NE Name","Local Zone","Number of Inter-MSC Location Update Subscribers Assigned Local NRIs in VLR (entries)","Peak Number of VLR Subscribers (entries)","Number of POOL Subscribers in VLR (entries)","Number of Local IN Subscribers in VLR (entries)","Number of Roaming IN Subscribers in VLR (entries)","Number of ALS Subscribers in VLR (entries)","Number of AoCC Subscribers in VLR (entries)","Number of AoCI Subscribers in VLR (entries)","Number of BAOC Subscribers in VLR (entries)","Number of BOIC Subscribers in VLR (entries)","Number of BOIC_EXHC Subscribers in VLR (entries)","Number of HOLD Subscribers in VLR (entries)","Number of CT Subscribers in VLR (entries)","Number of CW Subscribers in VLR (entries)","Number of IN Subscribers in VLR (entries)","Number of CFB Subscribers in VLR (entries)","Number of CFNRc Subscribers in VLR (entries)","Number of CFNRy Subscribers in VLR (entries)","Number of CFU Subscribers in VLR (entries)","Number of CLIP Subscribers in VLR (entries)","Number of CLIR Subscribers in VLR (entries)","Number of COLP Subscribers in VLR (entries)","Number of COLR Subscribers in VLR (entries)","Number of CUG Subscribers in VLR (entries)","Number of Data Service Subscribers in VLR (entries)","Number of D_CSI Subscribers in VLR (entries)","Number of GPRS Subscribers in VLR (entries)","Number of Hot Billing Subscribers in VLR (entries)","Number of IMSI Attached Subscribers in VLR (entries)","Number of IMSI Attached International Roaming Subscribers in VLR (entries)","Number of IMSI Attached National Roaming Subscribers in VLR (entries)","Number of IMSI Detached Subscribers in VLR (entries)","Number of International Roaming Subscribers in VLR (entries)","Number of National Roaming Subscribers in VLR (entries)","Number of LCS Subscribers in VLR (entries)","Number of Local Subscribers in VLR (entries)","Number of MO_SMS_CSI Subscribers in VLR (entries)","Number of MPTY Subscribers in VLR (entries)","Number of MT_SMS_CSI Subscribers in VLR (entries)","Number of M_CSI Subscribers in VLR (entries)","Number of ODB Subscribers in VLR (entries)","Number of ODB_BAOC Subscribers in VLR (entries)","Number of ODB_BOIC Subscribers in VLR (entries)","Number of ODB_BOICEXHC Subscribers in VLR (entries)","Number of OTHER_PLMN Subscribers in VLR (entries)","Number of OWN_PLMN Subscribers in VLR (entries)","Number of O_CSI Subscribers in VLR (entries)","Number of Number Range-triggered PPS Subscribers in VLR (entries)","Number of Roaming Subscribers in VLR (entries)","Number of IMSI Attached SIM Subscribers in VLR (entries)","Number of SS_CSI Subscribers in VLR (entries)","Total Number of Subscribers in VLR (entries)","Number of IMSI Attached USIM Subscribers in VLR (entries)","Number of VP Dual-Number Subscribers in VLR (entries)","Number of VT_CSI Subscribers in VLR (entries)","2G subscriber IMSI Attached  Rate (%)","3G subscriber IMSI Attached  Rate (%)","Number of 2G IMSI Attached Subscribers in VLR (entries)","Number of 2G Subscribers in VLR (entries)","Number of 3G IMSI Attached Subscribers in VLR (entries)","Number of 3G Subscribers in VLR (entries)","Number of A Subscribers in CCBS (entries)","Number of B Subscribers in CCBS (entries)","Number of CNAP Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 3G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 3G Subscribers in VLR (entries)","Number of International Roaming 2G Subscribers in VLR (entries)","Number of International Roaming 3G Subscribers in VLR (entries)","Number of National Roaming 2G Subscribers in VLR (entries)","Number of National Roaming 3G Subscribers in VLR (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for Both Calls) (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for at Least One Call) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at Inter-Zonal Rate) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at International Rate) (entries)","Number of ODB Subscribers Not Allowed to Originate Multiple ECT Services (entries)","Number of SIM Subscribers in VLR (entries)","Number of SIP Subscribers in VLR (entries)","Number of Subscribers with All ODB ECT Services Barred (entries)","Number of Subscribers with All Outgoing Calls Barred When Roaming Outside the HPLMN Country (entries)","Number of Super-Charger Subscribers (entries)","Number of Super-Charger Subscribers Moved to Purge for Long Time No Action (entries)","Number of Super-Charger Subscribers Not Act in Local Office by CancelLocation Notice (entries)","Number of Super-Charger Subscribers Not Act in Local Office by SendIdentification notice (entries)","Number of USIM Subscribers in VLR (entries)","Number of Unknown Subscribers in VLR (entries)"
"2026-05-15 12:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2077218","2051612","2066891","6071","0","0","0","286","257","220981","2073128","483","750246","2072962","414421","423918","415972","52","2073490","14930","3492","6","0","2071094","0","0","0","1570421","4991","0","506868","9714","0","0","2067575","1009","2065876","0","0","1308","464","26","646","9714","2067575","2072962","0","9714","16899","0","2077289","1067359","0","0","86.649","73.102","16069","18545","1066669","1459150","0","10","0","63","3446","0","0","75","4850","0","0","0","0","0","0","0","21756","0","0","0","0","0","0","0","1461189","5250"
"2026-05-15 12:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2064029","2039843","2053796","6032","0","0","0","321","292","219353","2059960","465","747193","2059828","412111","421440","413547","54","2060370","15201","3465","7","0","2058024","0","0","0","1561497","4991","0","502568","9671","0","0","2054394","1021","2052740","0","0","1283","428","19","670","9671","2054394","2059828","0","9671","16362","0","2064065","1057316","0","0","86.615","73.092","15544","17946","1056643","1445635","0","11","0","46","3486","0","0","55","4904","0","0","0","0","0","0","0","21085","0","0","0","0","0","0","0","1447642","5146"
"2026-05-15 13:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2084202","2058783","2073910","6001","0","0","0","284","257","221533","2080074","477","752621","2079911","416844","426410","418413","58","2080422","14890","3473","7","0","2078133","0","0","0","1585528","4980","0","498752","9683","0","0","2074597","1019","2072835","0","0","1324","468","24","655","9683","2074597","2079911","0","9683","17016","0","2084280","1081731","0","0","87.136","73.755","16210","18603","1081058","1465735","0","11","0","62","3473","0","0","73","4878","0","0","0","0","0","0","0","21765","0","0","0","0","0","0","0","1467754","5181"
"2026-05-15 13:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2071464","2047369","2061259","5964","0","0","0","322","294","219800","2067339","468","749754","2067223","414266","423560","415716","50","2067756","15241","3427","6","0","2065426","0","0","0","1577020","4959","0","494462","9617","0","0","2061865","1017","2060101","0","0","1260","420","19","666","9617","2061865","2067223","0","9617","16480","0","2071482","1072544","0","0","86.929","73.766","15655","18009","1071865","1453065","0","10","0","46","3442","0","0","53","4819","0","0","0","0","0","0","0","21179","0","0","0","0","0","0","0","1455049","5154"
"2026-05-15 14:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2091583","2065983","2081415","5880","0","0","0","297","255","221845","2087471","479","755018","2087295","419104","428629","420642","57","2087818","14876","3397","5","0","2085572","0","0","0","1608375","4976","0","483239","9516","0","0","2082098","1023","2080224","0","0","1341","480","22","652","9516","2082098","2087295","0","9516","17157","0","2091614","1104347","0","0","87.535","74.925","16335","18661","1103627","1472966","0","7","0","60","3428","0","0","71","4785","0","0","0","0","0","0","0","21781","0","0","0","0","0","0","0","1474977","5131"
"2026-05-15 14:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2078951","2054962","2068779","5979","0","0","0","314","297","220548","2074861","447","752711","2074758","416656","426004","418103","51","2075274","15206","3502","8","0","2073016","0","0","0","1598102","4951","0","480875","9545","0","0","2069432","992","2067601","0","0","1233","418","19","656","9545","2069432","2074758","0","9545","16663","0","2078977","1093138","0","0","87.298","74.819","15793","18091","1092486","1460169","0","14","0","44","3427","0","0","51","4808","0","0","0","0","0","0","0","21232","0","0","0","0","0","0","0","1462125","5097"
"2026-05-15 15:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2087012","2062902","2076843","5974","0","0","0","315","293","221132","2082926","445","755599","2082817","419184","428544","420664","55","2083337","15316","3409","6","0","2081070","0","0","0","1627265","5035","0","459765","9557","0","0","2077473","1003","2075605","0","0","1237","410","17","661","9557","2077473","2082817","0","9557","16870","0","2087030","1119727","0","0","88.007","76.267","15990","18169","1119054","1467293","0","12","0","43","3485","0","0","51","4827","0","0","0","0","0","0","0","21282","0","0","0","0","0","0","0","1469252","5072"
"2026-05-15 15:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2098157","2072461","2088044","5803","0","0","0","294","258","222278","2094029","483","757048","2093847","421022","430533","422558","54","2094386","14846","3352","6","0","2092165","0","0","0","1635114","4916","0","463038","9432","0","0","2088720","1032","2086828","0","0","1354","481","23","660","9432","2088720","2093847","0","9432","17300","0","2098152","1128646","0","0","88.072","76.264","16487","18720","1127969","1479023","0","9","0","58","3404","0","0","70","4730","0","0","0","0","0","0","0","21792","0","0","0","0","0","0","0","1481023","5072"
"2026-05-15 16:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2072712","2021945","2035741","5802","0","0","0","320","290","217831","2041662","441","739497","2041543","405311","414534","406724","52","2042087","15063","3358","6","0","2039884","0","0","0","1628215","4995","0","417595","9388","0","0","2036422","974","2034478","0","0","1229","420","18","640","9388","2036422","2041543","0","9388","16573","0","2045810","1114036","0","0","88.336","78.086","15646","17712","1113391","1425861","0","13","0","40","3468","0","0","48","4714","0","0","0","0","0","0","0","20831","0","0","0","0","0","0","0","1427789","5047"
"2026-05-15 16:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2083866","2031121","2046320","5829","0","0","0","289","257","218931","2052321","478","741290","2052149","406461","415830","407968","54","2052669","14730","3363","6","0","2050425","0","0","0","1635319","5014","0","421186","9448","0","0","2047057","1013","2045136","0","0","1346","480","23","660","9448","2047057","2052149","0","9448","17115","0","2056505","1122674","0","0","88.796","78.069","16192","18235","1122018","1437211","0","8","0","59","3435","0","0","68","4702","0","0","0","0","0","0","0","21362","0","0","0","0","0","0","0","1439187","5103"
"2026-05-15 17:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2077628","2052813","2067525","5738","0","0","0","282","258","220462","2073438","443","748942","2073263","413378","422709","414867","52","2073801","14729","3349","6","0","2071568","0","0","0","1737003","5218","0","340735","9360","0","0","2068378","981","2066194","0","0","1284","470","22","611","9360","2068378","2073263","0","9360","17713","0","2077738","1208167","0","0","90.732","82.823","16722","18430","1207460","1457879","0","9","0","53","3514","0","0","61","4642","0","0","0","0","0","0","0","21515","0","0","0","0","0","0","0","1459845","5051"
"2026-05-15 17:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2068404","2044842","2058134","5856","0","0","0","324","293","219464","2064107","468","747818","2063990","412349","421641","413820","54","2064511","15198","3359","6","0","2062280","0","0","0","1729816","5203","0","338587","9425","0","0","2058978","1016","2056880","0","0","1264","424","20","677","9425","2058978","2063990","0","9425","17259","0","2068403","1199680","0","0","90.544","82.806","16258","17956","1199013","1447977","0","12","0","39","3555","0","0","48","4705","0","0","0","0","0","0","0","21122","0","0","0","0","0","0","0","1449909","5098"
"2026-05-15 18:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2094876","2070564","2084380","6109","0","0","0","288","259","221899","2090674","457","755537","2090489","418285","427697","419818","52","2091058","14823","3714","5","0","2088486","0","0","0","1801166","5780","0","293761","9727","0","0","2085200","1009","2083351","0","0","1315","473","21","646","9727","2085200","2090489","0","9727","18373","0","2094927","1258274","0","0","90.994","85.203","17005","18688","1257563","1475963","0","8","0","57","3737","0","0","61","4770","0","0","0","0","0","0","0","22013","0","0","0","0","0","0","0","1477938","5300"
"2026-05-15 18:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2077673","2055087","2067245","6071","0","0","0","311","293","219821","2073427","472","751325","2073316","415811","425084","417232","53","2073822","15143","3632","7","0","2071304","0","0","0","1785501","5662","0","292193","9621","0","0","2068073","1008","2066239","0","0","1254","424","21","662","9621","2068073","2073316","0","9621","17732","0","2077694","1241793","0","0","91.181","85.098","16367","17950","1241101","1458432","0","13","0","40","3653","0","0","48","4681","0","0","0","0","0","0","0","21332","0","0","0","0","0","0","0","1460349","5299"
"2026-05-15 19:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099319","2075350","2088803","6074","0","0","0","288","256","222192","2095071","439","757228","2094877","420080","429390","421580","50","2095444","14792","3717","6","0","2092775","0","0","0","1777467","5666","0","321818","9725","0","0","2089560","988","2087723","0","0","1296","482","20","610","9725","2089560","2094877","0","9725","17858","0","2099285","1234619","0","0","88.799","83.321","16617","18713","1233937","1480950","0","8","0","49","3787","0","0","55","4836","0","0","0","0","0","0","0","21976","0","0","0","0","0","0","0","1482915","5228"
"2026-05-15 19:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2084826","2062442","2074313","6128","0","0","0","312","295","220347","2080546","493","754146","2080441","418177","427433","419657","54","2080943","15248","3667","6","0","2078293","0","0","0","1764986","5622","0","319817","9687","0","0","2075116","1043","2073339","0","0","1279","417","21","691","9687","2075116","2080441","0","9687","17272","0","2084803","1221457","0","0","88.955","83.284","16019","18008","1220783","1465811","0","13","0","43","3732","0","0","50","4808","0","0","0","0","0","0","0","21304","0","0","0","0","0","0","0","1467746","5231"
"2026-05-15 20:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101192","2076849","2090472","6355","0","0","0","282","259","222558","2097004","464","758599","2096827","421358","430824","422874","53","2097383","14912","3885","6","0","2094566","0","0","0","1683904","5648","0","417165","9964","0","0","2091105","1051","2089636","0","0","1339","476","18","666","9964","2091105","2096827","0","9964","17031","0","2101069","1154852","0","0","84.874","77.867","15874","18703","1154171","1482229","0","7","0","47","3833","0","0","57","5012","0","0","0","0","0","0","0","22042","0","0","0","0","0","0","0","1484222","5332"
"2026-05-15 20:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2087553","2065179","2077095","6256","0","0","0","308","293","220415","2083454","471","754957","2083351","418768","428014","420225","57","2083839","15195","3776","6","0","2081091","0","0","0","1672606","5471","0","414913","9783","0","0","2077736","1011","2076301","0","0","1259","425","21","662","9783","2077736","2083351","0","9783","16396","0","2087519","1143624","0","0","84.674","77.826","15309","18080","1142919","1468555","0","13","0","39","3668","0","0","46","4863","0","0","0","0","0","0","0","21384","0","0","0","0","0","0","0","1470521","5270"
"2026-05-15 21:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2088354","2065378","2077839","6363","0","0","0","300","292","220645","2084304","471","755632","2084202","419179","428467","420644","56","2084691","15240","3854","8","0","2081857","0","0","0","1548051","5051","0","540205","9862","0","0","2078394","1014","2077120","0","0","1256","422","25","662","9862","2078394","2084202","0","9862","15422","0","2088256","1045377","0","0","80.717","71.095","14634","18130","1044663","1469380","0","14","0","39","3503","0","0","48","4985","0","0","0","0","0","0","0","21332","0","0","0","0","0","0","0","1471381","5203"
"2026-05-15 21:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101729","2076820","2090912","6528","0","0","0","289","258","222548","2097609","472","758955","2097440","421683","431218","423214","54","2097988","14943","4004","4","0","2095079","0","0","0","1558132","5351","0","543452","10114","0","0","2091470","1067","2090262","0","0","1337","475","19","672","10114","2091470","2097440","0","10114","15999","0","2101584","1056023","0","0","81.163","71.154","15158","18676","1055299","1483113","0","6","0","53","3727","0","0","63","5161","0","0","0","0","0","0","0","21964","0","0","0","0","0","0","0","1485137","5312"
"2026-05-15 22:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2088769","2065079","2078088","6532","0","0","0","301","292","220887","2084723","482","755727","2084620","419383","428749","420895","57","2085115","15317","3963","8","0","2082210","0","0","0","1452842","4858","0","635832","10018","0","0","2078656","1036","2077488","0","0","1256","416","24","673","10018","2078656","2084620","0","10018","14718","0","2088674","972603","0","0","77.673","66.121","14110","18166","971860","1469819","0","13","0","44","3437","0","0","51","5150","0","0","0","0","0","0","0","21346","0","0","0","0","0","0","0","1471845","5206"
"2026-05-15 22:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101800","2076305","2091115","6533","0","0","0","282","257","222472","2097818","474","759351","2097648","421933","431426","423430","53","2098187","14936","3996","4","0","2095244","0","0","0","1463140","4990","0","638638","10135","0","0","2091643","1064","2090512","0","0","1346","483","19","669","10135","2091643","2097648","0","10135","15214","0","2101778","984053","0","0","78.202","66.285","14594","18662","983376","1483567","0","7","0","52","3608","0","0","65","5212","0","0","0","0","0","0","0","21911","0","0","0","0","0","0","0","1485581","5263"
"2026-05-15 23:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101970","2075762","2091209","6560","0","0","0","280","257","222619","2097949","469","759585","2097769","422197","431727","423698","54","2098328","14983","4014","5","0","2095379","0","0","0","1416632","4838","0","685264","10176","0","0","2091720","1051","2090605","0","0","1334","476","21","661","10176","2091720","2097769","0","10176","14978","0","2101896","951768","0","0","77.622","64.089","14485","18661","951072","1483985","0","7","0","47","3565","0","0","63","5290","0","0","0","0","0","0","0","21852","0","0","0","0","0","0","0","1486012","5218"
"2026-05-15 23:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2089029","2064574","2078218","6557","0","0","0","305","292","220850","2084872","485","755720","2084775","419441","428781","420949","55","2085264","15313","3958","7","0","2082339","0","0","0","1407054","4687","0","681748","10052","0","0","2078750","1049","2077642","0","0","1262","418","23","684","10052","2078750","2084775","0","10052","14471","0","2088802","940950","0","0","77.023","63.938","13999","18175","940222","1470513","0","12","0","42","3408","0","0","52","5231","0","0","0","0","0","0","0","21308","0","0","0","0","0","0","0","1472530","5150"
"2026-05-16 00:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2102115","2075741","2091358","6597","0","0","0","274","258","222706","2098135","483","759727","2097955","422371","431898","423875","53","2098489","15008","4010","5","0","2095546","0","0","0","1384286","4781","0","717789","10197","0","0","2091878","1067","2090785","0","0","1353","475","21","674","10197","2091878","2097955","0","10197","14741","0","2102075","928650","0","0","76.594","62.507","14281","18645","927897","1484459","0","6","0","47","3480","0","0","62","5316","0","0","0","0","0","0","0","21815","0","0","0","0","0","0","0","1486503","5214"
"2026-05-16 00:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2089037","2064225","2078131","6585","0","0","0","314","292","220791","2084816","475","755751","2084716","419478","428838","420981","57","2085217","15314","4000","7","0","2082280","0","0","0","1375703","4624","0","713060","10084","0","0","2078679","1033","2077588","0","0","1253","423","24","671","10084","2078679","2084716","0","10084","14234","0","2088763","918855","0","0","75.838","62.416","13798","18194","918117","1470972","0","13","0","44","3368","0","0","54","5276","0","0","0","0","0","0","0","21301","0","0","0","0","0","0","0","1472998","5133"
"2026-05-16 01:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2102093","2075163","2091008","6554","0","0","0","274","258","222589","2097745","478","759437","2097562","422160","431675","423646","54","2098119","14996","3979","3","0","2095135","0","0","0","1372706","5172","0","728992","10166","0","0","2091532","1060","2090393","0","0","1343","475","22","666","10166","2091532","2097562","0","10166","14668","0","2101698","920582","0","0","76.507","61.929","14238","18610","919401","1484595","0","7","0","50","3467","0","0","65","5332","0","0","0","0","0","0","0","21704","0","0","0","0","0","0","0","1486663","5162"
"2026-05-16 01:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2089203","2064404","2078463","6669","0","0","0","314","292","220938","2085227","479","756129","2085132","419865","429234","421403","56","2085614","15339","4049","9","0","2082667","0","0","0","1365014","5103","0","724159","10154","0","0","2079019","1051","2078008","0","0","1264","417","23","688","10154","2079019","2085132","0","10154","14333","0","2089173","911302","0","0","75.927","61.848","13846","18236","910135","1471559","0","12","0","45","3368","0","0","56","5325","0","0","0","0","0","0","0","21314","0","0","0","0","0","0","0","1473640","5159"
"2026-05-16 02:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101887","2075235","2091114","6615","0","0","0","271","263","222702","2097908","470","759654","2097729","422364","431896","423849","55","2098271","14997","4006","4","0","2095265","0","0","0","1369048","5440","0","732792","10196","0","0","2091644","1036","2090561","0","0","1345","482","24","664","10196","2091644","2097729","0","10196","14858","0","2101840","918211","0","0","76.835","61.729","14329","18649","916816","1485224","0","7","0","52","3424","0","0","66","5321","0","0","0","0","0","0","0","21816","0","0","0","0","0","0","0","1487260","5203"
"2026-05-16 02:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2089612","2064691","2078844","6691","0","0","0","319","288","220940","2085640","497","756254","2085535","419991","429374","421533","55","2086031","15399","4045","8","0","2083065","0","0","0","1362102","5361","0","727498","10213","0","0","2079387","1078","2078411","0","0","1291","412","21","701","10213","2079387","2085535","0","10213","14337","0","2089600","910029","0","0","75.952","61.699","13837","18218","908649","1472713","0","13","0","46","3398","0","0","56","5380","0","0","0","0","0","0","0","21299","0","0","0","0","0","0","0","1474785","5153"
"2026-05-16 03:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2090078","2065138","2079259","6694","0","0","0","310","289","220968","2086061","506","756400","2085953","420108","429536","421688","56","2086444","15364","4028","7","0","2083471","0","0","0","1374563","4552","0","715429","10205","0","0","2079787","1086","2078860","0","0","1315","418","24","714","10205","2079787","2085953","0","10205","14384","0","2089992","920515","0","0","76.796","62.442","13973","18195","919837","1473100","0","12","0","43","3384","0","0","55","5371","0","0","0","0","0","0","0","21285","0","0","0","0","0","0","0","1475171","5161"
"2026-05-16 03:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2102235","2075496","2091333","6596","0","0","0","275","261","222803","2098113","459","759821","2097929","422647","432146","424095","51","2098475","14970","4006","5","0","2095479","0","0","0","1382117","4634","0","719930","10184","0","0","2091863","1020","2090758","0","0","1318","470","19","650","10184","2091863","2097929","0","10184","14890","0","2102047","929746","0","0","77.492","62.539","14474","18678","929077","1485597","0","8","0","58","3451","0","0","68","5333","0","0","0","0","0","0","0","21806","0","0","0","0","0","0","0","1487634","5165"
"2026-05-16 04:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2090107","2064960","2079308","6691","0","0","0","304","292","221234","2086100","496","756598","2085999","420337","429751","421884","54","2086474","15340","4025","5","0","2083517","0","0","0","1421750","4601","0","668315","10194","0","0","2079871","1069","2078901","0","0","1300","418","22","695","10194","2079871","2085999","0","10194","14881","0","2090065","959471","0","0","78.969","65.113","14404","18240","958790","1472502","0","11","0","47","3374","0","0","59","5348","0","0","0","0","0","0","0","21351","0","0","0","0","0","0","0","1474566","5175"
"2026-05-16 04:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2102263","2074711","2090787","6522","0","0","0","276","258","222596","2097495","455","759617","2097309","422584","432070","424039","53","2097864","14946","3991","7","0","2094907","0","0","0","1428869","4638","0","672579","10117","0","0","2091331","1018","2090134","0","0","1317","472","21","651","10117","2091331","2097309","0","10117","15302","0","2101448","968300","0","0","79.586","65.178","14842","18649","967642","1484609","0","9","0","58","3432","0","0","67","5308","0","0","0","0","0","0","0","21771","0","0","0","0","0","0","0","1486614","5127"
"2026-05-16 05:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2090018","2065209","2079257","6563","0","0","0","303","289","221336","2085933","474","757051","2085820","420651","429977","422167","56","2086317","15302","3991","7","0","2083375","0","0","0","1542952","4945","0","547057","10103","0","0","2079906","1056","2078738","0","0","1297","419","23","681","10103","2079906","2085820","0","10103","15878","0","2090009","1057262","0","0","83.33","71.792","15151","18182","1056568","1471702","0","11","0","50","3510","0","0","62","5241","0","0","0","0","0","0","0","21387","0","0","0","0","0","0","0","1473720","5223"
"2026-05-16 05:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2101872","2075493","2091072","6551","0","0","0","274","262","222669","2097801","480","759746","2097623","422945","432472","424433","50","2098149","14911","4077","5","0","2095204","0","0","0","1550945","5027","0","550889","10129","0","0","2091705","1029","2090432","0","0","1321","469","20","667","10129","2091705","2097623","0","10129","16442","0","2101834","1066817","0","0","83.743","71.839","15691","18737","1066170","1484104","0","9","0","53","3598","0","0","58","5239","0","0","0","0","0","0","0","22006","0","0","0","0","0","0","0","1486074","5239"
"2026-05-16 06:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2104208","2078321","2093508","6440","0","0","0","270","259","222850","2100125","452","761042","2099948","423795","433268","425268","51","2100468","14820","4042","6","0","2097599","0","0","0","1624634","5239","0","479531","9988","0","0","2094177","1004","2092799","0","0","1298","466","21","645","9988","2094177","2099948","0","9988","17147","0","2104165","1117954","0","0","86.329","75.202","16160","18719","1117309","1485743","0","10","0","50","3635","0","0","55","5116","0","0","0","0","0","0","0","22071","0","0","0","0","0","0","0","1487673","5282"
"2026-05-16 06:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2093125","2068916","2082448","6453","0","0","0","310","292","221719","2089015","486","757915","2088901","421840","431184","423362","56","2089404","15290","3962","7","0","2086575","0","0","0","1616549","5234","0","476579","10003","0","0","2083125","1058","2081808","0","0","1291","419","20","689","10003","2083125","2088901","0","10003","16717","0","2093128","1108165","0","0","86.437","75.138","15818","18300","1107488","1473945","0","11","0","52","3662","0","0","61","5163","0","0","0","0","0","0","0","21549","0","0","0","0","0","0","0","1475914","5218"
"2026-05-16 07:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2107428","2081660","2097028","6092","0","0","0","274","256","223147","2103305","464","761599","2103120","424804","434296","426320","54","2103650","14848","3650","5","0","2101139","0","0","0","1616126","5081","0","491249","9679","0","0","2097696","1007","2095994","0","0","1311","467","19","650","9679","2097696","2103120","0","9679","17186","0","2107375","1103708","0","0","86.837","74.114","16288","18757","1103022","1488282","0","9","0","49","3491","0","0","53","4907","0","0","0","0","0","0","0","21995","0","0","0","0","0","0","0","1490229","5185"
"2026-05-16 07:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2096857","2072641","2086485","6161","0","0","0","311","294","221963","2092748","483","759346","2092646","423161","432544","424700","56","2093143","15354","3651","8","0","2090691","0","0","0","1608384","5072","0","488468","9708","0","0","2087144","1068","2085527","0","0","1291","415","19","698","9708","2087144","2092646","0","9708","16707","0","2096852","1094786","0","0","86.626","74.07","15875","18326","1094105","1477121","0","12","0","55","3542","0","0","63","4987","0","0","0","0","0","0","0","21477","0","0","0","0","0","0","0","1479070","5100"
"2026-05-16 08:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2101077","2076792","2090792","6110","0","0","0","310","289","222217","2097013","480","760696","2096902","424263","433683","425800","55","2097405","15389","3541","7","0","2095011","0","0","0","1594724","5040","0","506355","9634","0","0","2091445","1083","2089790","0","0","1285","411","19","695","9634","2091445","2096902","0","9634","16642","0","2101079","1081130","0","0","86.211","72.955","15837","18370","1080408","1480922","0","13","0","59","3499","0","0","67","4938","0","0","0","0","0","0","0","21512","0","0","0","0","0","0","0","1482876","5096"
