"Result:VLR Subs(2026-06-02 164542)_20260602_164714.csv"
"Save Time:2026-06-02 16:47:14"
"User Name:fraser.msusa"


"NE Type Name:MSCServer"

"NE Names:HMSCLLG_NEW;HMSCLMB_NEW"

"Function Subset Name:Number of VLR Subscribers"

"Total 1,712 records"

"Start Time","Period (min)","NE Name","Local Zone","Number of Inter-MSC Location Update Subscribers Assigned Local NRIs in VLR (entries)","Peak Number of VLR Subscribers (entries)","Number of POOL Subscribers in VLR (entries)","Number of Local IN Subscribers in VLR (entries)","Number of Roaming IN Subscribers in VLR (entries)","Number of ALS Subscribers in VLR (entries)","Number of AoCC Subscribers in VLR (entries)","Number of AoCI Subscribers in VLR (entries)","Number of BAOC Subscribers in VLR (entries)","Number of BOIC Subscribers in VLR (entries)","Number of BOIC_EXHC Subscribers in VLR (entries)","Number of HOLD Subscribers in VLR (entries)","Number of CT Subscribers in VLR (entries)","Number of CW Subscribers in VLR (entries)","Number of IN Subscribers in VLR (entries)","Number of CFB Subscribers in VLR (entries)","Number of CFNRc Subscribers in VLR (entries)","Number of CFNRy Subscribers in VLR (entries)","Number of CFU Subscribers in VLR (entries)","Number of CLIP Subscribers in VLR (entries)","Number of CLIR Subscribers in VLR (entries)","Number of COLP Subscribers in VLR (entries)","Number of COLR Subscribers in VLR (entries)","Number of CUG Subscribers in VLR (entries)","Number of Data Service Subscribers in VLR (entries)","Number of D_CSI Subscribers in VLR (entries)","Number of GPRS Subscribers in VLR (entries)","Number of Hot Billing Subscribers in VLR (entries)","Number of IMSI Attached Subscribers in VLR (entries)","Number of IMSI Attached International Roaming Subscribers in VLR (entries)","Number of IMSI Attached National Roaming Subscribers in VLR (entries)","Number of IMSI Detached Subscribers in VLR (entries)","Number of International Roaming Subscribers in VLR (entries)","Number of National Roaming Subscribers in VLR (entries)","Number of LCS Subscribers in VLR (entries)","Number of Local Subscribers in VLR (entries)","Number of MO_SMS_CSI Subscribers in VLR (entries)","Number of MPTY Subscribers in VLR (entries)","Number of MT_SMS_CSI Subscribers in VLR (entries)","Number of M_CSI Subscribers in VLR (entries)","Number of ODB Subscribers in VLR (entries)","Number of ODB_BAOC Subscribers in VLR (entries)","Number of ODB_BOIC Subscribers in VLR (entries)","Number of ODB_BOICEXHC Subscribers in VLR (entries)","Number of OTHER_PLMN Subscribers in VLR (entries)","Number of OWN_PLMN Subscribers in VLR (entries)","Number of O_CSI Subscribers in VLR (entries)","Number of Number Range-triggered PPS Subscribers in VLR (entries)","Number of Roaming Subscribers in VLR (entries)","Number of IMSI Attached SIM Subscribers in VLR (entries)","Number of SS_CSI Subscribers in VLR (entries)","Total Number of Subscribers in VLR (entries)","Number of IMSI Attached USIM Subscribers in VLR (entries)","Number of VP Dual-Number Subscribers in VLR (entries)","Number of VT_CSI Subscribers in VLR (entries)","2G subscriber IMSI Attached  Rate (%)","3G subscriber IMSI Attached  Rate (%)","Number of 2G IMSI Attached Subscribers in VLR (entries)","Number of 2G Subscribers in VLR (entries)","Number of 3G IMSI Attached Subscribers in VLR (entries)","Number of 3G Subscribers in VLR (entries)","Number of A Subscribers in CCBS (entries)","Number of B Subscribers in CCBS (entries)","Number of CNAP Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 3G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 3G Subscribers in VLR (entries)","Number of International Roaming 2G Subscribers in VLR (entries)","Number of International Roaming 3G Subscribers in VLR (entries)","Number of National Roaming 2G Subscribers in VLR (entries)","Number of National Roaming 3G Subscribers in VLR (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for Both Calls) (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for at Least One Call) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at Inter-Zonal Rate) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at International Rate) (entries)","Number of ODB Subscribers Not Allowed to Originate Multiple ECT Services (entries)","Number of SIM Subscribers in VLR (entries)","Number of SIP Subscribers in VLR (entries)","Number of Subscribers with All ODB ECT Services Barred (entries)","Number of Subscribers with All Outgoing Calls Barred When Roaming Outside the HPLMN Country (entries)","Number of Super-Charger Subscribers (entries)","Number of Super-Charger Subscribers Moved to Purge for Long Time No Action (entries)","Number of Super-Charger Subscribers Not Act in Local Office by CancelLocation Notice (entries)","Number of Super-Charger Subscribers Not Act in Local Office by SendIdentification notice (entries)","Number of USIM Subscribers in VLR (entries)","Number of Unknown Subscribers in VLR (entries)"
"2026-05-29 20:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2129120","2104613","2116778","8185","0","0","0","320","281","224639","2125099","707","765926","2124963","423840","434006","425890","57","2125487","16829","4690","11","0","2122287","0","0","0","1706379","6962","0","422763","11687","0","0","2117455","1538","2116946","0","0","1743","466","24","998","11687","2117455","2124963","0","11687","16925","0","2129142","1176162","0","0","85.203","78.075","15933","18700","1175529","1505640","2","12","0","58","2757","0","0","73","3732","0","0","0","0","0","0","0","21917","0","0","0","0","0","0","0","1507475","5052"
"2026-05-29 21:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2113991","2090760","2101577","8315","0","0","0","320","285","221598","2110070","663","760403","2109892","422652","432663","424535","66","2110433","16916","4854","7","0","2107136","0","0","0","1565297","6603","0","548740","11856","0","0","2102181","1499","2102041","0","0","1624","422","18","937","11856","2102181","2109892","0","11856","15399","0","2114037","1061086","0","0","80.479","71.194","14557","18088","1060416","1489482","2","12","0","51","2651","0","0","62","3818","0","0","0","0","0","0","0","21332","0","0","0","0","0","0","0","1491389","5151"
"2026-05-29 21:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2129949","2104588","2117086","8443","0","0","0","331","280","224616","2125678","718","766275","2125529","424178","434344","426262","60","2126052","16904","4859","9","0","2122642","0","0","0","1577514","6723","0","552100","11942","0","0","2117672","1555","2117481","0","0","1765","472","24","1007","11942","2117672","2125529","0","11942","16027","0","2129614","1072753","0","0","81.193","71.248","15175","18690","1072093","1504743","0","10","0","61","2702","0","0","74","3828","0","0","0","0","0","0","0","21975","0","0","0","0","0","0","0","1506612","5154"
"2026-05-29 22:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130069","2103920","2117276","8487","0","0","0","329","279","224712","2125910","727","766397","2125763","424613","434801","426677","59","2126290","16929","4884","11","0","2122823","0","0","0","1482156","6313","0","647684","12005","0","0","2117835","1559","2117702","0","0","1760","467","20","1017","12005","2117835","2125763","0","12005","15205","0","2129840","1000142","0","0","78.233","66.408","14632","18703","999461","1505028","1","10","0","58","2655","0","0","74","3940","0","0","0","0","0","0","0","21893","0","0","0","0","0","0","0","1506933","5095"
"2026-05-29 22:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2114574","2090646","2102080","8415","0","0","0","320","285","221567","2110676","663","760788","2110495","422714","432745","424634","69","2111034","16975","4893","5","0","2107689","0","0","0","1470684","6242","0","643904","11959","0","0","2102629","1503","2102659","0","0","1638","425","21","937","11959","2102629","2110495","0","11959","14661","0","2114588","988925","0","0","77.942","66.327","14095","18084","988232","1489942","1","11","0","48","2627","0","0","64","3944","0","0","0","0","0","0","0","21254","0","0","0","0","0","0","0","1491878","5106"
"2026-05-29 23:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130059","2103642","2117510","8509","0","0","0","323","278","224828","2126165","715","766607","2126019","424833","434997","426876","58","2126540","16948","4903","8","0","2123058","0","0","0","1430915","6075","0","699158","12022","0","0","2118051","1552","2117949","0","0","1747","466","23","1002","12022","2118051","2126019","0","12022","14813","0","2130073","962690","0","0","76.779","63.888","14370","18716","962005","1505760","0","10","0","59","2604","0","0","75","3975","0","0","0","0","0","0","0","21860","0","0","0","0","0","0","0","1507676","5060"
"2026-05-29 23:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2115048","2090409","2102305","8526","0","0","0","321","287","221529","2111013","672","760941","2110831","422842","432914","424771","69","2111374","17020","4947","8","0","2107926","0","0","0","1419980","6077","0","694927","12064","0","0","2102843","1506","2102993","0","0","1638","425","18","943","12064","2102843","2110831","0","12064","14315","0","2114907","952313","0","0","76.418","63.825","13811","18073","951602","1490950","2","11","0","49","2574","0","0","64","3991","0","0","0","0","0","0","0","21269","0","0","0","0","0","0","0","1492909","5155"
"2026-05-30 00:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130113","2103085","2117191","8591","0","0","0","329","277","224790","2125932","716","766540","2125782","424861","435046","426907","62","2126311","16998","4944","10","0","2122776","0","0","0","1399811","6099","0","730023","12100","0","0","2117734","1551","2117680","0","0","1732","459","20","1005","12100","2117734","2125782","0","12100","14708","0","2129834","939985","0","0","76.125","62.395","14249","18718","939272","1505355","2","10","0","61","2610","0","0","77","4023","0","0","0","0","0","0","0","21875","0","0","0","0","0","0","0","1507281","5083"
"2026-05-30 00:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2115688","2090749","2102875","8568","0","0","0","319","289","221624","2111624","671","761264","2111443","423081","433153","424997","67","2111980","17034","4972","6","0","2108493","0","0","0","1390182","6005","0","725339","12119","0","0","2103402","1503","2103632","0","0","1655","430","22","943","12119","2103402","2111443","0","12119","14150","0","2115521","930405","0","0","75.824","62.346","13715","18088","929649","1491119","0","11","0","51","2557","0","0","68","4043","0","0","0","0","0","0","0","21251","0","0","0","0","0","0","0","1493107","5151"
"2026-05-30 01:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2129970","2103058","2117335","8589","0","0","0","321","277","224789","2126070","719","766722","2125924","424894","435113","426960","60","2126452","17017","4943","10","0","2122931","0","0","0","1390478","6481","0","739475","12094","0","0","2117859","1550","2117841","0","0","1746","457","21","1007","12094","2117859","2125924","0","12094","14712","0","2129953","933622","0","0","76.241","61.93","14267","18713","932445","1505633","2","10","0","60","2574","0","0","76","4014","0","0","0","0","0","0","0","21847","0","0","0","0","0","0","0","1507588","5089"
"2026-05-30 01:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2115934","2090771","2103048","8613","0","0","0","329","289","221674","2111849","668","761365","2111661","423266","433308","425168","67","2112208","17044","4991","7","0","2108657","0","0","0","1380963","6500","0","734804","12188","0","0","2103579","1500","2103838","0","0","1646","433","21","941","12188","2103579","2111661","0","12188","14134","0","2115767","924122","0","0","75.466","61.881","13657","18097","922902","1491425","0","11","0","49","2555","0","0","66","4080","0","0","0","0","0","0","0","21235","0","0","0","0","0","0","0","1493462","5175"
"2026-05-30 02:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2116154","2091034","2103302","8670","0","0","0","325","290","221720","2112162","673","761660","2111972","423241","433318","425142","68","2112522","17069","4998","7","0","2108957","0","0","0","1377834","6753","0","738281","12246","0","0","2103869","1511","2104144","0","0","1650","427","20","946","12246","2103869","2111972","0","12246","14201","0","2116115","921808","0","0","75.768","61.702","13689","18067","920416","1491719","1","12","0","46","2586","0","0","62","4120","0","0","0","0","0","0","0","21238","0","0","0","0","0","0","0","1493727","5179"
"2026-05-30 02:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130203","2103086","2117429","8626","0","0","0","330","275","224820","2126201","720","766708","2126055","425219","435430","427293","60","2126588","17046","4951","10","0","2123003","0","0","0","1387874","6749","0","742207","12115","0","0","2117966","1551","2117970","0","0","1751","464","22","1009","12115","2117966","2126055","0","12115","14763","0","2130081","931950","0","0","76.111","61.796","14270","18749","930560","1505849","1","10","0","63","2592","0","0","79","4053","0","0","0","0","0","0","0","21871","0","0","0","0","0","0","0","1507791","5064"
"2026-05-30 03:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2116116","2090760","2103118","8655","0","0","0","327","289","221790","2111969","664","761445","2111773","423407","433479","425302","67","2112331","17026","5028","8","0","2108780","0","0","0","1390538","5919","0","725388","12245","0","0","2103681","1506","2103941","0","0","1642","422","21","943","12245","2103681","2111773","0","12245","14251","0","2115926","932679","0","0","76.558","62.478","13857","18100","931996","1491714","1","12","0","41","2594","0","0","59","4138","0","0","0","0","0","0","0","21275","0","0","0","0","0","0","0","1493716","5177"
"2026-05-30 03:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130452","2103211","2117700","8637","0","0","0","325","277","224819","2126477","721","767037","2126337","425362","435573","427429","61","2126863","17058","4959","9","0","2123264","0","0","0","1400993","5950","0","729389","12128","0","0","2118254","1546","2118259","0","0","1744","467","20","1003","12128","2118254","2126337","0","12128","14781","0","2130382","943182","0","0","76.906","62.576","14403","18728","942507","1506183","1","9","0","64","2627","0","0","81","4099","0","0","0","0","0","0","0","21836","0","0","0","0","0","0","0","1508136","5061"
"2026-05-30 04:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130399","2103099","2117446","8662","0","0","0","325","274","224948","2126253","722","767043","2126108","425466","435721","427526","62","2126634","17026","5009","11","0","2123065","0","0","0","1447201","6105","0","682979","12146","0","0","2118034","1547","2118027","0","0","1738","460","20","1002","12146","2118034","2126108","0","12146","15274","0","2130180","981066","0","0","78.953","65.123","14799","18744","980386","1505443","1","10","0","62","2662","0","0","78","4067","0","0","0","0","0","0","0","21886","0","0","0","0","0","0","0","1507397","5096"
"2026-05-30 04:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2116236","2090830","2103256","8624","0","0","0","328","292","221767","2112065","663","761664","2111880","423620","433688","425526","66","2112430","17022","5017","6","0","2108884","0","0","0","1437453","5995","0","678574","12193","0","0","2103834","1504","2104050","0","0","1643","427","20","942","12193","2103834","2111880","0","12193","14789","0","2116027","971589","0","0","79.144","65.09","14329","18105","970909","1491650","1","12","0","45","2614","0","0","60","4114","0","0","0","0","0","0","0","21268","0","0","0","0","0","0","0","1493640","5153"
"2026-05-30 05:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130798","2103946","2117954","8658","0","0","0","323","273","224938","2126754","718","767357","2126612","425719","435898","427776","57","2127136","16972","5023","11","0","2123547","0","0","0","1561931","6521","0","568815","12141","0","0","2118605","1551","2118507","0","0","1733","462","20","1001","12141","2118605","2126612","0","12141","16366","0","2130746","1074656","0","0","83.17","71.332","15631","18794","1074002","1505632","1","8","0","65","2766","0","0","83","4022","0","0","0","0","0","0","0","22044","0","0","0","0","0","0","0","1507535","5153"
"2026-05-30 05:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2116227","2091339","2103382","8613","0","0","0","331","292","221998","2112179","661","761952","2111995","424378","434481","426285","69","2112549","16990","4999","6","0","2108972","0","0","0","1551323","6410","0","564900","12190","0","0","2104033","1498","2104184","0","0","1646","431","20","940","12190","2104033","2111995","0","12190","15771","0","2116223","1063576","0","0","83.081","71.282","15036","18098","1062896","1491110","1","14","0","49","2682","0","0","59","4026","0","0","0","0","0","0","0","21384","0","0","0","0","0","0","0","1493055","5231"
"2026-05-30 06:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2133581","2107357","2120708","8559","0","0","0","320","276","225146","2129425","714","768566","2129267","426774","436967","428819","61","2129810","16982","4969","13","0","2126303","0","0","0","1655139","6890","0","478306","12039","0","0","2121406","1541","2121189","0","0","1719","458","19","996","12039","2121406","2129267","0","12039","17264","0","2133445","1142173","0","0","86.766","75.725","16325","18815","1141514","1507441","2","10","0","69","2839","0","0","84","3946","0","0","0","0","0","0","0","22093","0","0","0","0","0","0","0","1509313","5150"
"2026-05-30 06:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2119881","2095363","2107076","8552","0","0","0","332","290","222422","2115797","669","763521","2115628","425593","435723","427512","64","2116172","16975","5020","4","0","2112693","0","0","0","1644192","6834","0","475723","12133","0","0","2107782","1512","2107795","0","0","1657","425","21","950","12133","2107782","2115628","0","12133","16719","0","2119915","1131185","0","0","86.593","75.672","15766","18207","1130501","1493954","0","11","0","50","2752","0","0","58","3962","0","0","0","0","0","0","0","21532","0","0","0","0","0","0","0","1495887","5258"
"2026-05-30 07:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2124864","2100237","2112396","8186","0","0","0","333","288","222741","2120752","669","765057","2120582","426797","436933","428674","66","2121124","16981","4647","4","0","2117984","0","0","0","1643717","6658","0","481160","11771","0","0","2113106","1499","2112741","0","0","1639","420","18","941","11771","2113106","2120582","0","11771","16699","0","2124877","1123709","0","0","86.875","74.947","15853","18248","1123002","1498385","1","14","0","54","2596","0","0","61","3775","0","0","0","0","0","0","0","21409","0","0","0","0","0","0","0","1500302","5078"
"2026-05-30 07:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2136767","2110432","2124308","8152","0","0","0","324","277","225490","2132620","711","769374","2132460","428137","438353","430249","61","2133001","16944","4610","13","0","2129935","0","0","0","1652191","6656","0","484456","11661","0","0","2124986","1543","2124422","0","0","1731","460","22","1002","11661","2124986","2132460","0","11661","17242","0","2136647","1132661","0","0","87.112","74.949","16432","18863","1132002","1510361","1","7","0","66","2688","0","0","80","3768","0","0","0","0","0","0","0","21961","0","0","0","0","0","0","0","1512210","4947"
"2026-05-30 08:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2128274","2103548","2115832","8081","0","0","0","340","284","223180","2124081","670","766281","2123913","427755","437974","429675","64","2124467","17044","4527","5","0","2121460","0","0","0","1631878","6572","0","496332","11686","0","0","2116524","1517","2116115","0","0","1643","419","17","953","11686","2116524","2123913","0","11686","16703","0","2128210","1112788","0","0","86.922","73.994","15872","18260","1112061","1502915","0","13","0","46","2536","0","0","54","3692","0","0","0","0","0","0","0","21438","0","0","0","0","0","0","0","1504827","5090"
"2026-05-30 08:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2140861","2114708","2128618","8103","0","0","0","321","281","225729","2136890","712","770859","2136721","429509","439708","431618","64","2137257","16933","4566","13","0","2134290","0","0","0","1641415","6667","0","499468","11604","0","0","2129279","1542","2128629","0","0","1725","456","23","997","11604","2129279","2136721","0","11604","17320","0","2140883","1122786","0","0","87.175","74.036","16504","18932","1122138","1515668","2","8","0","68","2714","0","0","82","3754","0","0","0","0","0","0","0","22035","0","0","0","0","0","0","0","1517506","4941"
"2026-05-30 09:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2131993","2107210","2119665","8017","0","0","0","337","284","223387","2127863","673","767879","2127682","429044","439233","430981","65","2128231","17076","4485","5","0","2125321","0","0","0","1621089","6465","0","510863","11620","0","0","2120332","1509","2119869","0","0","1648","412","20","958","11620","2120332","2127682","0","11620","16636","0","2131952","1104420","0","0","86.529","73.286","15846","18313","1103765","1506116","0","12","0","53","2533","0","0","59","3644","0","0","0","0","0","0","0","21443","0","0","0","0","0","0","0","1508022","5036"
"2026-05-30 09:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2144401","2118284","2132220","8084","0","0","0","320","281","226019","2140462","720","771742","2140304","430312","440632","432432","63","2140835","16941","4528","12","0","2137941","0","0","0","1630500","6604","0","513941","11593","0","0","2132848","1555","2132210","0","0","1737","465","20","1008","11593","2132848","2140304","0","11593","17133","0","2144441","1114029","0","0","86.227","73.312","16340","18950","1113403","1518714","2","9","0","64","2697","0","0","79","3740","0","0","0","0","0","0","0","22014","0","0","0","0","0","0","0","1520557","4907"
"2026-05-30 10:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2130567","2055353","2069471","8028","0","0","0","314","279","221175","2077656","718","747909","2077499","409293","419479","411338","59","2078028","16782","4421","10","0","2075142","0","0","0","1562889","6516","0","518809","11558","0","0","2070140","1556","2069564","0","0","1722","453","20","1010","11558","2070140","2077499","0","11558","16449","0","2081698","1050533","0","0","85.221","72.051","15586","18289","1049925","1457201","1","9","0","66","2605","0","0","79","3657","0","0","0","0","0","0","0","21437","0","0","0","0","0","0","0","1459030","4977"
"2026-05-30 10:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2117892","2045908","2058351","8047","0","0","0","339","277","218371","2066577","672","744870","2066398","408644","418638","410523","72","2066960","16897","4488","7","0","2064089","0","0","0","1554662","6473","0","516054","11651","0","0","2059065","1512","2058654","0","0","1640","406","20","956","11651","2059065","2066398","0","11651","15788","0","2070716","1042254","0","0","85.158","72.019","14969","17578","1041650","1446363","1","12","0","46","2559","0","0","56","3678","0","0","0","0","0","0","0","20709","0","0","0","0","0","0","0","1448258","5026"
"2026-05-30 11:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2097754","2071672","2085615","8031","0","0","0","313","275","222133","2093819","725","753691","2093646","414464","424699","416501","61","2094196","16864","4429","10","0","2091318","0","0","0","1584523","6543","0","513362","11595","0","0","2086290","1565","2085691","0","0","1745","456","20","1019","11595","2086290","2093646","0","11595","16665","0","2097885","1075235","0","0","85.657","72.887","15790","18434","1074629","1474372","2","12","0","63","2631","0","0","78","3653","0","0","0","0","0","0","0","21633","0","0","0","0","0","0","0","1476216","5043"
"2026-05-30 11:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2087405","2062343","2075082","8037","0","0","0","333","284","219808","2083281","671","751020","2083119","413832","423860","415755","67","2083669","16916","4444","5","0","2080807","0","0","0","1577074","6513","0","510313","11644","0","0","2075743","1505","2075333","0","0","1617","401","21","949","11644","2075743","2083119","0","11644","16171","0","2087387","1067537","0","0","86.145","72.87","15326","17791","1066924","1464142","0","9","0","50","2581","0","0","59","3667","0","0","0","0","0","0","0","20941","0","0","0","0","0","0","0","1466021","5029"
