"Result:MGW Traffic Licence(2026-06-02 155028)_20260602_154627.csv"
"Save Time:2026-06-02 15:46:27"
"User Name:fraser.msusa"


"NE Type Name:MGW"

"NE Names:NEW LLGMGW;NEW LMBMGW"

"Function Subset Name:Statistics of License"

"Total 1,709 records"

"Start Time","Period (min)","NE Name","MGWFunction","Average Licensed Traffic (number)","Peak Licensed Traffic (number)"
"2026-05-26 16:00:00","60","NEW LMBMGW","NEW LMBMGW","13001","14688"
"2026-05-26 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18208","20205"
"2026-05-26 17:00:00","60","NEW LMBMGW","NEW LMBMGW","18037","21674"
"2026-05-26 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20128","20538"
"2026-05-26 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21910","22682"
"2026-05-26 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19815","20268"
"2026-05-26 19:00:00","60","NEW LMBMGW","NEW LMBMGW","21053","22636"
"2026-05-26 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14660","18819"
"2026-05-26 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13982","18499"
"2026-05-26 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6834","10682"
"2026-05-26 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6280","9766"
"2026-05-26 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2329","3892"
"2026-05-26 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2161","3497"
"2026-05-26 23:00:00","60","NEW LLGMGW","NEW LLGMGW","858","1375"
"2026-05-26 23:00:00","60","NEW LMBMGW","NEW LMBMGW","770","1224"
"2026-05-27 00:00:00","60","NEW LLGMGW","NEW LLGMGW","396","552"
"2026-05-27 00:00:00","60","NEW LMBMGW","NEW LMBMGW","375","506"
"2026-05-27 01:00:00","60","NEW LMBMGW","NEW LMBMGW","292","338"
"2026-05-27 01:00:00","60","NEW LLGMGW","NEW LLGMGW","284","330"
"2026-05-27 02:00:00","60","NEW LLGMGW","NEW LLGMGW","318","394"
"2026-05-27 02:00:00","60","NEW LMBMGW","NEW LMBMGW","340","424"
"2026-05-27 03:00:00","60","NEW LLGMGW","NEW LLGMGW","563","978"
"2026-05-27 03:00:00","60","NEW LMBMGW","NEW LMBMGW","627","1030"
"2026-05-27 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1861","3537"
"2026-05-27 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2144","3918"
"2026-05-27 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7501","10929"
"2026-05-27 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7534","10368"
"2026-05-27 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11596","12537"
"2026-05-27 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10683","11296"
"2026-05-27 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11264","12616"
"2026-05-27 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10929","12715"
"2026-05-27 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12606","12974"
"2026-05-27 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10652","11023"
"2026-05-27 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12542","12912"
"2026-05-27 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10577","10994"
"2026-05-27 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12111","12517"
"2026-05-27 10:00:00","60","NEW LMBMGW","NEW LMBMGW","9962","10504"
"2026-05-27 11:00:00","60","NEW LLGMGW","NEW LLGMGW","12020","12370"
"2026-05-27 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10118","10636"
"2026-05-27 12:00:00","60","NEW LLGMGW","NEW LLGMGW","12001","12381"
"2026-05-27 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10284","10594"
"2026-05-27 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12121","12621"
"2026-05-27 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10478","10892"
"2026-05-27 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12002","12563"
"2026-05-27 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10532","10949"
"2026-05-27 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12381","12825"
"2026-05-27 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10845","11173"
"2026-05-27 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14179","15718"
"2026-05-27 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12799","14320"
"2026-05-27 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17885","21281"
"2026-05-27 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18268","20331"
"2026-05-27 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20056","20453"
"2026-05-27 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21580","22713"
"2026-05-27 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19748","20366"
"2026-05-27 19:00:00","60","NEW LMBMGW","NEW LMBMGW","20861","22351"
"2026-05-27 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14735","18739"
"2026-05-27 20:00:00","60","NEW LMBMGW","NEW LMBMGW","14061","18541"
"2026-05-27 21:00:00","60","NEW LLGMGW","NEW LLGMGW","7060","10701"
"2026-05-27 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6471","10050"
"2026-05-27 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2433","4152"
"2026-05-27 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2201","3618"
"2026-05-27 23:00:00","60","NEW LLGMGW","NEW LLGMGW","833","1272"
"2026-05-27 23:00:00","60","NEW LMBMGW","NEW LMBMGW","796","1240"
"2026-05-28 00:00:00","60","NEW LLGMGW","NEW LLGMGW","399","604"
"2026-05-28 00:00:00","60","NEW LMBMGW","NEW LMBMGW","396","507"
"2026-05-28 01:00:00","60","NEW LLGMGW","NEW LLGMGW","275","330"
"2026-05-28 01:00:00","60","NEW LMBMGW","NEW LMBMGW","294","346"
"2026-05-28 02:00:00","60","NEW LLGMGW","NEW LLGMGW","289","369"
"2026-05-28 02:00:00","60","NEW LMBMGW","NEW LMBMGW","335","447"
"2026-05-28 03:00:00","60","NEW LLGMGW","NEW LLGMGW","540","920"
"2026-05-28 03:00:00","60","NEW LMBMGW","NEW LMBMGW","608","1018"
"2026-05-28 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1873","3639"
"2026-05-28 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2004","3885"
"2026-05-28 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7547","10826"
"2026-05-28 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7522","10376"
"2026-05-28 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11777","12738"
"2026-05-28 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10742","11404"
"2026-05-28 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12463","12791"
"2026-05-28 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10620","11240"
"2026-05-28 08:00:00","60","NEW LLGMGW","NEW LLGMGW","12605","12929"
"2026-05-28 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10515","10896"
"2026-05-28 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12717","13105"
"2026-05-28 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10617","10944"
"2026-05-28 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12402","12811"
"2026-05-28 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10219","10505"
"2026-05-28 11:00:00","60","NEW LLGMGW","NEW LLGMGW","12229","12684"
"2026-05-28 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10344","10807"
"2026-05-28 12:00:00","60","NEW LLGMGW","NEW LLGMGW","12068","12719"
"2026-05-28 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10313","10633"
"2026-05-28 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10664","11001"
"2026-05-28 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12238","12665"
"2026-05-28 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12513","12918"
"2026-05-28 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11032","11588"
"2026-05-28 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12863","13196"
"2026-05-28 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11473","11853"
"2026-05-28 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14240","15893"
"2026-05-28 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12877","14610"
"2026-05-28 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18388","20155"
"2026-05-28 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17851","21370"
"2026-05-28 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19988","20398"
"2026-05-28 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21430","22307"
"2026-05-28 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19717","20247"
"2026-05-28 19:00:00","60","NEW LMBMGW","NEW LMBMGW","20638","21943"
"2026-05-28 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14869","18818"
"2026-05-28 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13893","18277"
"2026-05-28 21:00:00","60","NEW LLGMGW","NEW LLGMGW","7100","10705"
"2026-05-28 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6459","9950"
"2026-05-28 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2528","4075"
"2026-05-28 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2276","3703"
"2026-05-28 23:00:00","60","NEW LLGMGW","NEW LLGMGW","943","1480"
"2026-05-28 23:00:00","60","NEW LMBMGW","NEW LMBMGW","836","1312"
"2026-05-29 00:00:00","60","NEW LMBMGW","NEW LMBMGW","413","574"
"2026-05-29 00:00:00","60","NEW LLGMGW","NEW LLGMGW","476","656"
"2026-05-29 01:00:00","60","NEW LLGMGW","NEW LLGMGW","327","392"
"2026-05-29 01:00:00","60","NEW LMBMGW","NEW LMBMGW","274","324"
"2026-05-29 02:00:00","60","NEW LLGMGW","NEW LLGMGW","337","408"
"2026-05-29 02:00:00","60","NEW LMBMGW","NEW LMBMGW","317","442"
"2026-05-29 03:00:00","60","NEW LLGMGW","NEW LLGMGW","593","974"
"2026-05-29 03:00:00","60","NEW LMBMGW","NEW LMBMGW","643","1078"
"2026-05-29 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1905","3523"
"2026-05-29 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2052","3928"
"2026-05-29 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7563","10751"
"2026-05-29 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7494","10329"
"2026-05-29 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11918","12706"
"2026-05-29 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10713","11168"
"2026-05-29 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12811","13389"
"2026-05-29 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10724","11112"
"2026-05-29 08:00:00","60","NEW LLGMGW","NEW LLGMGW","13009","13417"
"2026-05-29 08:00:00","60","NEW LMBMGW","NEW LMBMGW","10874","11186"
"2026-05-29 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12786","13220"
"2026-05-29 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10514","11038"
"2026-05-29 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12495","12782"
"2026-05-29 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10262","10595"
"2026-05-29 11:00:00","60","NEW LLGMGW","NEW LLGMGW","12359","12670"
"2026-05-29 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10311","10777"
"2026-05-29 12:00:00","60","NEW LLGMGW","NEW LLGMGW","12138","12569"
"2026-05-29 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10161","10539"
"2026-05-29 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12666","13185"
"2026-05-29 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10921","11525"
"2026-05-29 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11474","11836"
"2026-05-29 14:00:00","60","NEW LLGMGW","NEW LLGMGW","13013","13360"
"2026-05-29 15:00:00","60","NEW LLGMGW","NEW LLGMGW","13357","13740"
"2026-05-29 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11792","12193"
"2026-05-29 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14569","15898"
"2026-05-29 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12930","14485"
"2026-05-29 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18352","20089"
"2026-05-29 17:00:00","60","NEW LMBMGW","NEW LMBMGW","17599","20921"
"2026-05-29 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19946","20285"
"2026-05-29 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21045","22013"
"2026-05-29 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19751","20338"
"2026-05-29 19:00:00","60","NEW LMBMGW","NEW LMBMGW","20768","22041"
"2026-05-29 20:00:00","60","NEW LLGMGW","NEW LLGMGW","15057","18720"
"2026-05-29 20:00:00","60","NEW LMBMGW","NEW LMBMGW","14268","18447"
"2026-05-29 21:00:00","60","NEW LLGMGW","NEW LLGMGW","7588","11031"
"2026-05-29 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6964","10302"
"2026-05-29 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2951","4654"
"2026-05-29 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2555","4237"
"2026-05-29 23:00:00","60","NEW LLGMGW","NEW LLGMGW","1183","1751"
"2026-05-29 23:00:00","60","NEW LMBMGW","NEW LMBMGW","1042","1533"
"2026-05-30 00:00:00","60","NEW LLGMGW","NEW LLGMGW","594","822"
"2026-05-30 00:00:00","60","NEW LMBMGW","NEW LMBMGW","534","732"
"2026-05-30 01:00:00","60","NEW LLGMGW","NEW LLGMGW","399","514"
"2026-05-30 01:00:00","60","NEW LMBMGW","NEW LMBMGW","383","464"
"2026-05-30 02:00:00","60","NEW LLGMGW","NEW LLGMGW","401","480"
"2026-05-30 02:00:00","60","NEW LMBMGW","NEW LMBMGW","404","513"
"2026-05-30 03:00:00","60","NEW LLGMGW","NEW LLGMGW","685","1182"
"2026-05-30 03:00:00","60","NEW LMBMGW","NEW LMBMGW","748","1291"
"2026-05-30 04:00:00","60","NEW LLGMGW","NEW LLGMGW","2150","3850"
"2026-05-30 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2374","4209"
"2026-05-30 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7766","11257"
"2026-05-30 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7669","10722"
"2026-05-30 06:00:00","60","NEW LLGMGW","NEW LLGMGW","12552","13486"
"2026-05-30 06:00:00","60","NEW LMBMGW","NEW LMBMGW","11441","11994"
"2026-05-30 07:00:00","60","NEW LLGMGW","NEW LLGMGW","13443","13969"
"2026-05-30 07:00:00","60","NEW LMBMGW","NEW LMBMGW","11613","11999"
"2026-05-30 08:00:00","60","NEW LLGMGW","NEW LLGMGW","13356","13937"
"2026-05-30 08:00:00","60","NEW LMBMGW","NEW LMBMGW","11403","11829"
"2026-05-30 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12756","13313"
"2026-05-30 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10710","11428"
"2026-05-30 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12122","12512"
"2026-05-30 10:00:00","60","NEW LMBMGW","NEW LMBMGW","10095","10533"
"2026-05-30 11:00:00","60","NEW LLGMGW","NEW LLGMGW","11949","12340"
"2026-05-30 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10004","10360"
"2026-05-30 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11961","12215"
"2026-05-30 12:00:00","60","NEW LMBMGW","NEW LMBMGW","10282","10785"
"2026-05-30 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12275","12651"
"2026-05-30 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10753","11341"
"2026-05-30 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12164","12463"
"2026-05-30 14:00:00","60","NEW LMBMGW","NEW LMBMGW","10812","11201"
"2026-05-30 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12252","12648"
"2026-05-30 15:00:00","60","NEW LMBMGW","NEW LMBMGW","10996","11321"
"2026-05-30 16:00:00","60","NEW LLGMGW","NEW LLGMGW","13651","15195"
"2026-05-30 16:00:00","60","NEW LMBMGW","NEW LMBMGW","12350","14132"
"2026-05-30 17:00:00","60","NEW LLGMGW","NEW LLGMGW","17356","18953"
"2026-05-30 17:00:00","60","NEW LMBMGW","NEW LMBMGW","16462","18453"
"2026-05-30 18:00:00","60","NEW LLGMGW","NEW LLGMGW","19214","20086"
"2026-05-30 18:00:00","60","NEW LMBMGW","NEW LMBMGW","18998","20528"
"2026-05-30 19:00:00","60","NEW LLGMGW","NEW LLGMGW","16990","18564"
"2026-05-30 19:00:00","60","NEW LMBMGW","NEW LMBMGW","16570","18254"
"2026-05-30 20:00:00","60","NEW LLGMGW","NEW LLGMGW","12394","14956"
"2026-05-30 20:00:00","60","NEW LMBMGW","NEW LMBMGW","11463","14173"
"2026-05-30 21:00:00","60","NEW LLGMGW","NEW LLGMGW","7523","10707"
"2026-05-30 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6572","9696"
"2026-05-30 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2835","4654"
"2026-05-30 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2425","4016"
"2026-05-30 23:00:00","60","NEW LLGMGW","NEW LLGMGW","1091","1701"
"2026-05-30 23:00:00","60","NEW LMBMGW","NEW LMBMGW","942","1421"
"2026-05-31 00:00:00","60","NEW LLGMGW","NEW LLGMGW","532","763"
"2026-05-31 00:00:00","60","NEW LMBMGW","NEW LMBMGW","508","675"
"2026-05-31 01:00:00","60","NEW LLGMGW","NEW LLGMGW","362","442"
"2026-05-31 01:00:00","60","NEW LMBMGW","NEW LMBMGW","339","402"
"2026-05-31 02:00:00","60","NEW LLGMGW","NEW LLGMGW","323","396"
"2026-05-31 02:00:00","60","NEW LMBMGW","NEW LMBMGW","326","392"
"2026-05-31 03:00:00","60","NEW LMBMGW","NEW LMBMGW","591","980"
"2026-05-31 03:00:00","60","NEW LLGMGW","NEW LLGMGW","543","914"
"2026-05-31 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1688","3035"
"2026-05-31 04:00:00","60","NEW LMBMGW","NEW LMBMGW","1882","3391"
"2026-05-31 05:00:00","60","NEW LLGMGW","NEW LLGMGW","6846","10377"
"2026-05-31 05:00:00","60","NEW LMBMGW","NEW LMBMGW","6919","10143"
"2026-05-31 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11692","12349"
"2026-05-31 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10674","11108"
"2026-05-31 07:00:00","60","NEW LLGMGW","NEW LLGMGW","11906","12254"
"2026-05-31 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10385","10900"
"2026-05-31 08:00:00","60","NEW LLGMGW","NEW LLGMGW","11504","12090"
"2026-05-31 08:00:00","60","NEW LMBMGW","NEW LMBMGW","9935","10439"
"2026-05-31 09:00:00","60","NEW LLGMGW","NEW LLGMGW","10510","11290"
"2026-05-31 09:00:00","60","NEW LMBMGW","NEW LMBMGW","8974","9597"
"2026-05-31 10:00:00","60","NEW LLGMGW","NEW LLGMGW","9824","10067"
"2026-05-31 10:00:00","60","NEW LMBMGW","NEW LMBMGW","8352","8680"
"2026-05-31 11:00:00","60","NEW LLGMGW","NEW LLGMGW","10259","10946"
"2026-05-31 11:00:00","60","NEW LMBMGW","NEW LMBMGW","8876","9550"
"2026-05-31 12:00:00","60","NEW LLGMGW","NEW LLGMGW","11082","11770"
"2026-05-31 12:00:00","60","NEW LMBMGW","NEW LMBMGW","9754","10579"
"2026-05-31 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12318","13007"
"2026-05-31 13:00:00","60","NEW LMBMGW","NEW LMBMGW","10890","11573"
"2026-05-31 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12590","13049"
"2026-05-31 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11287","12088"
"2026-05-31 15:00:00","60","NEW LLGMGW","NEW LLGMGW","12613","13209"
"2026-05-31 15:00:00","60","NEW LMBMGW","NEW LMBMGW","11433","12195"
"2026-05-31 16:00:00","60","NEW LLGMGW","NEW LLGMGW","14319","15865"
"2026-05-31 16:00:00","60","NEW LMBMGW","NEW LMBMGW","13516","15420"
"2026-05-31 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18756","20493"
"2026-05-31 17:00:00","60","NEW LMBMGW","NEW LMBMGW","19407","23039"
"2026-05-31 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20617","21033"
"2026-05-31 18:00:00","60","NEW LMBMGW","NEW LMBMGW","23628","24599"
"2026-05-31 19:00:00","60","NEW LLGMGW","NEW LLGMGW","20000","20818"
"2026-05-31 19:00:00","60","NEW LMBMGW","NEW LMBMGW","22151","24049"
"2026-05-31 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14310","18026"
"2026-05-31 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13870","18212"
"2026-05-31 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6657","10050"
"2026-05-31 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6226","9545"
"2026-05-31 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2359","4071"
"2026-05-31 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2136","3595"
"2026-05-31 23:00:00","60","NEW LMBMGW","NEW LMBMGW","792","1197"
"2026-05-31 23:00:00","60","NEW LLGMGW","NEW LLGMGW","855","1238"
"2026-06-01 00:00:00","60","NEW LLGMGW","NEW LLGMGW","447","605"
"2026-06-01 00:00:00","60","NEW LMBMGW","NEW LMBMGW","408","537"
"2026-06-01 01:00:00","60","NEW LLGMGW","NEW LLGMGW","313","360"
"2026-06-01 01:00:00","60","NEW LMBMGW","NEW LMBMGW","293","357"
"2026-06-01 02:00:00","60","NEW LLGMGW","NEW LLGMGW","311","391"
"2026-06-01 02:00:00","60","NEW LMBMGW","NEW LMBMGW","328","426"
"2026-06-01 03:00:00","60","NEW LLGMGW","NEW LLGMGW","585","1037"
"2026-06-01 03:00:00","60","NEW LMBMGW","NEW LMBMGW","679","1144"
"2026-06-01 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1960","3587"
"2026-06-01 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2238","3929"
"2026-06-01 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7307","10818"
"2026-06-01 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7611","10514"
"2026-06-01 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11722","12513"
"2026-06-01 06:00:00","60","NEW LMBMGW","NEW LMBMGW","11027","11556"
"2026-06-01 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12733","13316"
"2026-06-01 07:00:00","60","NEW LMBMGW","NEW LMBMGW","11189","11626"
"2026-06-01 08:00:00","60","NEW LLGMGW","NEW LLGMGW","13314","13748"
"2026-06-01 08:00:00","60","NEW LMBMGW","NEW LMBMGW","11462","11767"
"2026-06-01 09:00:00","60","NEW LLGMGW","NEW LLGMGW","13165","13539"
"2026-06-01 09:00:00","60","NEW LMBMGW","NEW LMBMGW","11357","11868"
"2026-06-01 10:00:00","60","NEW LLGMGW","NEW LLGMGW","12931","13311"
"2026-06-01 10:00:00","60","NEW LMBMGW","NEW LMBMGW","11001","11317"
"2026-06-01 11:00:00","60","NEW LLGMGW","NEW LLGMGW","12811","13215"
"2026-06-01 11:00:00","60","NEW LMBMGW","NEW LMBMGW","10934","11432"
"2026-06-01 12:00:00","60","NEW LLGMGW","NEW LLGMGW","12722","13263"
"2026-06-01 12:00:00","60","NEW LMBMGW","NEW LMBMGW","11068","11525"
"2026-06-01 13:00:00","60","NEW LMBMGW","NEW LMBMGW","11156","11627"
"2026-06-01 13:00:00","60","NEW LLGMGW","NEW LLGMGW","12738","13110"
"2026-06-01 14:00:00","60","NEW LLGMGW","NEW LLGMGW","12916","13293"
"2026-06-01 14:00:00","60","NEW LMBMGW","NEW LMBMGW","11672","12106"
"2026-06-01 15:00:00","60","NEW LLGMGW","NEW LLGMGW","13483","14026"
"2026-06-01 15:00:00","60","NEW LMBMGW","NEW LMBMGW","12132","12565"
"2026-06-01 16:00:00","60","NEW LLGMGW","NEW LLGMGW","15069","16348"
"2026-06-01 16:00:00","60","NEW LMBMGW","NEW LMBMGW","13814","15413"
"2026-06-01 17:00:00","60","NEW LLGMGW","NEW LLGMGW","18780","20281"
"2026-06-01 17:00:00","60","NEW LMBMGW","NEW LMBMGW","18586","21783"
"2026-06-01 18:00:00","60","NEW LLGMGW","NEW LLGMGW","20176","20617"
"2026-06-01 18:00:00","60","NEW LMBMGW","NEW LMBMGW","21788","22941"
"2026-06-01 19:00:00","60","NEW LLGMGW","NEW LLGMGW","19836","20623"
"2026-06-01 19:00:00","60","NEW LMBMGW","NEW LMBMGW","21354","23240"
"2026-06-01 20:00:00","60","NEW LLGMGW","NEW LLGMGW","14612","18691"
"2026-06-01 20:00:00","60","NEW LMBMGW","NEW LMBMGW","13829","18383"
"2026-06-01 21:00:00","60","NEW LLGMGW","NEW LLGMGW","6795","10313"
"2026-06-01 21:00:00","60","NEW LMBMGW","NEW LMBMGW","6348","9884"
"2026-06-01 22:00:00","60","NEW LLGMGW","NEW LLGMGW","2362","4092"
"2026-06-01 22:00:00","60","NEW LMBMGW","NEW LMBMGW","2143","3604"
"2026-06-01 23:00:00","60","NEW LLGMGW","NEW LLGMGW","825","1261"
"2026-06-01 23:00:00","60","NEW LMBMGW","NEW LMBMGW","782","1205"
"2026-06-02 00:00:00","60","NEW LLGMGW","NEW LLGMGW","406","537"
"2026-06-02 00:00:00","60","NEW LMBMGW","NEW LMBMGW","380","517"
"2026-06-02 01:00:00","60","NEW LLGMGW","NEW LLGMGW","306","358"
"2026-06-02 01:00:00","60","NEW LMBMGW","NEW LMBMGW","283","324"
"2026-06-02 02:00:00","60","NEW LLGMGW","NEW LLGMGW","309","397"
"2026-06-02 02:00:00","60","NEW LMBMGW","NEW LMBMGW","329","411"
"2026-06-02 03:00:00","60","NEW LLGMGW","NEW LLGMGW","588","1003"
"2026-06-02 03:00:00","60","NEW LMBMGW","NEW LMBMGW","645","1112"
"2026-06-02 04:00:00","60","NEW LLGMGW","NEW LLGMGW","1987","3552"
"2026-06-02 04:00:00","60","NEW LMBMGW","NEW LMBMGW","2233","3709"
"2026-06-02 05:00:00","60","NEW LLGMGW","NEW LLGMGW","7321","10675"
"2026-06-02 05:00:00","60","NEW LMBMGW","NEW LMBMGW","7368","10490"
"2026-06-02 06:00:00","60","NEW LLGMGW","NEW LLGMGW","11860","12636"
"2026-06-02 06:00:00","60","NEW LMBMGW","NEW LMBMGW","10858","11421"
"2026-06-02 07:00:00","60","NEW LLGMGW","NEW LLGMGW","12812","13256"
"2026-06-02 07:00:00","60","NEW LMBMGW","NEW LMBMGW","10916","11549"
"2026-06-02 08:00:00","60","NEW LLGMGW","NEW LLGMGW","13098","13458"
"2026-06-02 08:00:00","60","NEW LMBMGW","NEW LMBMGW","11012","11380"
"2026-06-02 09:00:00","60","NEW LLGMGW","NEW LLGMGW","12951","13299"
"2026-06-02 09:00:00","60","NEW LMBMGW","NEW LMBMGW","10736","11438"
